Date physique,Entrepôt,Quantité
2024-05-02,DP0517,71325.0
2024-05-03,DP0117,94200.0
2024-05-03,DP0517,50500.0
2024-05-04,DP0117,43687.5
2024-05-04,DP0517,59862.5
2024-05-06,DP0117,113762.5
2024-05-06,DP0517,70275.0
2024-05-07,DP0117,75812.5
2024-05-07,DP0517,31937.5
2024-05-08,DP0117,185500.0
2024-05-08,DP0517,28875.0
2024-05-09,DP0117,28875.0
2024-05-09,DP0517,21000.0
2024-05-10,DP0117,34562.5
2024-05-10,DP0517,21875.0
2024-05-11,DP0117,16187.5
2024-05-11,DP0517,29312.5
2024-05-13,DP0117,117187.5
2024-05-13,DP0517,31500.0
2024-05-14,DP0117,20125.0
2024-05-14,DP0517,29750.0
2024-05-15,DP0117,103750.0
2024-05-15,DP0517,29312.5
2024-05-16,DP0117,94725.0
2024-05-16,DP0517,28437.5
2024-05-17,DP0117,124812.5
2024-05-17,DP0517,22312.5
2024-05-18,DP0117,84875.0
2024-05-18,DP0517,31062.5
2024-05-18,DP1602,3500.0
2024-05-20,DP0117,29312.5
2024-05-20,DP0517,23187.5
2024-05-20,DP1602,5250.0
2024-05-21,DP0117,64400.0
2024-05-21,DP0517,26250.0
2024-05-21,DP1602,4375.0
2024-05-22,DP0117,90362.5
2024-05-22,DP0517,27125.0
2024-05-22,DP1602,4375.0
2024-05-23,DP0117,67375.0
2024-05-23,DP0517,24062.5
2024-05-23,DP1602,5562.5
2024-05-24,DP0117,73000.0
2024-05-24,DP0517,21000.0
2024-05-24,DP1602,2187.5
2024-05-25,DP0117,100375.0
2024-05-25,DP0517,37937.5
2024-05-25,DP1602,2187.5
2024-05-26,DP0117,367316.0
2024-05-26,DP0517,42000.0
2024-05-27,DP0117,35875.0
2024-05-27,DP0517,32375.0
2024-05-28,DP0117,66062.5
2024-05-28,DP0517,29312.5
2024-05-28,DP1602,4375.0
2024-05-29,DP0117,60375.0
2024-05-29,DP0517,28000.0
2024-05-29,DP1602,2187.5
2024-05-30,DP0117,70437.5
2024-05-30,DP0517,23625.0
2024-05-30,DP1602,2487.5
2024-05-31,DP0117,134330.5
2024-05-31,DP0517,53450.0
2024-05-31,DP1602,3237.5
2024-06-01,DP0117,76762.5
2024-06-01,DP0517,65137.5
2024-06-01,DP1602,6100.0
2024-06-03,DP0117,75612.5
2024-06-03,DP0517,83200.0
2024-06-03,DP1602,5500.0
2024-06-04,DP0117,60587.5
2024-06-04,DP0517,61575.0
2024-06-04,DP1602,8200.0
2024-06-05,DP0117,87787.5
2024-06-05,DP0517,48012.5
2024-06-05,DP1602,5450.0
2024-06-06,DP0117,70637.5
2024-06-06,DP0517,66625.0
2024-06-06,DP1602,4375.0
2024-06-07,DP0117,93187.5
2024-06-07,DP0517,18812.5
2024-06-07,DP1602,2187.5
2024-06-08,DP0117,34062.5
2024-06-08,DP0517,28875.0
2024-06-08,DP1602,2187.5
2024-06-10,DP0117,72437.5
2024-06-10,DP0517,36750.0
2024-06-10,DP1602,2187.5
2024-06-11,DP0117,61437.5
2024-06-11,DP0517,27125.0
2024-06-11,DP1602,2187.5
2024-06-12,DP0117,77562.5
2024-06-12,DP0517,28437.5
2024-06-12,DP1602,2187.5
2024-06-13,DP0117,96187.5
2024-06-13,DP0517,23187.5
2024-06-13,DP1602,2187.5
2024-06-14,DP0117,27725.0
2024-06-14,DP0517,19250.0
2024-06-14,DP1602,2187.5
2024-06-15,DP0117,19250.0
2024-06-15,DP0517,38500.0
2024-06-15,DP1602,2187.5
2024-06-17,DP0117,50750.0
2024-06-17,DP0517,35875.0
2024-06-17,DP1602,2187.5
2024-06-18,DP0117,13125.0
2024-06-18,DP0517,28437.5
2024-06-18,DP1602,2187.5
2024-06-19,DP0117,73062.5
2024-06-19,DP0517,19687.5
2024-06-19,DP1602,3500.0
2024-06-20,DP0117,45500.0
2024-06-20,DP0517,25375.0
2024-06-20,DP1602,4375.0
2024-06-21,DP0117,45375.0
2024-06-21,DP0517,18812.5
2024-06-21,DP1602,2625.0
2024-06-22,DP0117,17062.5
2024-06-22,DP0517,23187.5
2024-06-22,DP1602,2625.0
2024-06-24,DP0117,41562.5
2024-06-24,DP0517,32375.0
2024-06-24,DP1602,2625.0
2024-06-25,DP0117,19687.5
2024-06-25,DP0517,36750.0
2024-06-25,DP1602,4812.5
2024-06-26,DP0117,19250.0
2024-06-26,DP0517,19250.0
2024-06-27,DP0117,38937.5
2024-06-27,DP0517,28875.0
2024-06-27,DP1602,2187.5
2024-06-28,DP0117,55750.0
2024-06-28,DP0517,20125.0
2024-06-28,DP1602,4375.0
2024-06-29,DP0117,15750.0
2024-06-29,DP0517,38062.5
2024-06-29,DP1602,3412.5
2024-06-30,DP0117,388693.5
2024-06-30,DP0517,108512.5
2024-06-30,DP1602,1500.0
2024-07-01,DP0117,82275.0
2024-07-01,DP0517,62987.5
2024-07-01,DP1602,3937.5
2024-07-02,DP0117,81237.5
2024-07-02,DP0517,51200.0
2024-07-02,DP1602,5537.5
2024-07-03,DP0117,41812.5
2024-07-03,DP0517,52512.5
2024-07-03,DP1602,5687.5
2024-07-04,DP0117,87125.0
2024-07-04,DP0517,69237.5
2024-07-04,DP1602,5250.0
2024-07-05,DP0117,23625.0
2024-07-05,DP0517,18375.0
2024-07-05,DP1602,2187.5
2024-07-06,DP0117,41562.5
2024-07-06,DP0517,15312.5
2024-07-06,DP1602,2187.5
2024-07-08,DP0117,20562.5
2024-07-08,DP0517,33687.5
2024-07-08,DP1602,2625.0
2024-07-09,DP0117,27562.5
2024-07-09,DP0517,33262.5
2024-07-09,DP1602,2187.5
2024-07-10,DP0117,34937.5
2024-07-10,DP0517,30187.5
2024-07-10,DP1602,2187.5
2024-07-11,DP0117,73125.0
2024-07-11,DP0517,24062.5
2024-07-11,DP1602,2187.5
2024-07-12,DP0117,13562.5
2024-07-12,DP0517,21437.5
2024-07-12,DP1602,2187.5
2024-07-13,DP0117,36375.0
2024-07-13,DP0517,28437.5
2024-07-13,DP1602,2187.5
2024-07-14,DP1602,2625.0
2024-07-15,DP0117,24500.0
2024-07-15,DP0517,36750.0
2024-07-16,DP0117,39437.5
2024-07-16,DP0517,19250.0
2024-07-16,DP1602,2187.5
2024-07-17,DP0117,46437.5
2024-07-17,DP0517,27562.5
2024-07-17,DP1602,2187.5
2024-07-18,DP0117,20325.0
2024-07-18,DP0517,21875.0
2024-07-18,DP1602,2187.5
2024-07-19,DP0117,72312.5
2024-07-19,DP0517,38937.5
2024-07-19,DP1602,2187.5
2024-07-20,DP0117,29750.0
2024-07-20,DP0517,26687.5
2024-07-20,DP1602,2187.5
2024-07-22,DP0117,33250.0
2024-07-22,DP0517,30625.0
2024-07-22,DP1602,2625.0
2024-07-23,DP0117,88375.0
2024-07-23,DP0517,31062.5
2024-07-23,DP1602,2187.5
2024-07-24,DP0117,46312.5
2024-07-24,DP0517,25375.0
2024-07-24,DP1602,2187.5
2024-07-25,DP0117,42312.5
2024-07-25,DP0517,21437.5
2024-07-25,DP1602,2187.5
2024-07-26,DP0117,84937.5
2024-07-26,DP0517,29312.5
2024-07-26,DP1602,2187.5
2024-07-27,DP0117,24000.0
2024-07-27,DP0517,28000.0
2024-07-27,DP1602,2187.5
2024-07-29,DP0117,34325.0
2024-07-29,DP0517,31062.5
2024-07-29,DP1602,3500.0
2024-07-30,DP0117,27812.5
2024-07-30,DP0517,21437.5
2024-07-30,DP1602,2187.5
2024-07-31,DP0117,143946.0
2024-07-31,DP0517,154875.0
2024-07-31,DP1602,2187.5
2024-08-01,DP0117,80837.5
2024-08-01,DP0517,60887.5
2024-08-01,DP1602,9012.5
2024-08-02,DP0117,16912.5
2024-08-02,DP0517,43437.5
2024-08-02,DP1602,4375.0
2024-08-03,DP0117,9625.0
2024-08-03,DP1602,5662.5
2024-08-05,DP0117,5637.5
2024-08-05,DP0517,26250.0
2024-08-05,DP1602,5150.0
2024-08-06,DP0117,87812.5
2024-08-06,DP0517,88975.0
2024-08-06,DP1602,5250.0
2024-08-07,DP0117,64775.0
2024-08-07,DP0517,58625.0
2024-08-07,DP1602,5250.0
2024-08-08,DP0117,66875.0
2024-08-08,DP0517,34562.5
2024-08-08,DP1602,8750.0
2024-08-09,DP0117,11812.5
2024-08-09,DP1602,2562.5
2024-08-10,DP0117,23625.0
2024-08-10,DP0517,42437.5
2024-08-10,DP1602,2187.5
2024-08-12,DP0117,6562.5
2024-08-12,DP1602,2625.0
2024-08-13,DP0117,82687.5
2024-08-13,DP0517,42437.5
2024-08-13,DP1602,2625.0
2024-08-14,DP0117,52037.5
2024-08-14,DP0517,48562.5
2024-08-14,DP1602,2187.5
2024-08-15,DP0117,24500.0
2024-08-15,DP0517,26687.5
2024-08-15,DP1602,4812.5
2024-08-16,DP0117,14437.5
2024-08-16,DP1602,4812.5
2024-08-19,DP0117,42000.0
2024-08-19,DP0517,39375.0
2024-08-19,DP1602,2625.0
2024-08-20,DP0117,58875.0
2024-08-20,DP0517,20125.0
2024-08-20,DP1602,4812.5
2024-08-21,DP0117,39375.0
2024-08-21,DP0517,27562.5
2024-08-21,DP1602,4812.5
2024-08-22,DP0117,41125.0
2024-08-22,DP0517,28000.0
2024-08-22,DP1602,2187.5
2024-08-23,DP0117,18062.5
2024-08-23,DP0517,17500.0
2024-08-23,DP1602,2187.5
2024-08-24,DP0117,53437.5
2024-08-24,DP0517,23625.0
2024-08-24,DP1602,4812.5
2024-08-26,DP0117,45500.0
2024-08-26,DP0517,35000.0
2024-08-26,DP1602,2625.0
2024-08-27,DP0117,55137.5
2024-08-27,DP0517,24500.0
2024-08-27,DP1602,2187.5
2024-08-28,DP0117,50250.0
2024-08-28,DP0517,51187.5
2024-08-28,DP1602,2187.5
2024-08-29,DP0117,45500.0
2024-08-29,DP0517,38937.5
2024-08-29,DP1602,2187.5
2024-08-30,DP0117,67650.0
2024-08-30,DP0517,19687.5
2024-08-30,DP1602,23187.5
2024-08-31,DP0117,234750.0
2024-08-31,DP0517,264287.5
2024-08-31,DP1602,2187.5
2024-09-01,DP0117,209562.5
2024-09-01,DP0517,75250.0
2024-09-02,DP0117,52962.5
2024-09-02,DP0517,49912.5
2024-09-02,DP1602,2625.0
2024-09-03,DP0117,83262.5
2024-09-03,DP0517,63025.0
2024-09-03,DP1602,6362.5
2024-09-04,DP0117,44637.5
2024-09-04,DP0517,42425.0
2024-09-04,DP1602,5250.0
2024-09-05,DP0117,71762.5
2024-09-05,DP0517,76150.0
2024-09-05,DP1602,4375.0
2024-09-06,DP0117,100250.0
2024-09-06,DP0517,48787.5
2024-09-06,DP1602,7675.0
2024-09-07,DP0117,49000.0
2024-09-07,DP0517,47250.0
2024-09-07,DP1602,5675.0
2024-09-08,DP1602,1350.0
2024-09-09,DP0117,47725.0
2024-09-09,DP0517,42000.0
2024-09-09,DP1602,11375.0
2024-09-10,DP0117,437.5
2024-09-10,DP0517,21875.0
2024-09-10,DP1602,2187.5
2024-09-11,DP0117,91562.5
2024-09-11,DP0517,31500.0
2024-09-11,DP1602,4812.5
2024-09-12,DP0117,77375.0
2024-09-12,DP0517,23625.0
2024-09-12,DP1602,2187.5
2024-09-13,DP0117,63312.5
2024-09-13,DP0517,21437.5
2024-09-13,DP1602,2187.5
2024-09-14,DP0117,48187.5
2024-09-14,DP0517,33250.0
2024-09-14,DP1602,2187.5
2024-09-16,DP0117,48562.5
2024-09-16,DP0517,35437.5
2024-09-16,DP1602,2625.0
2024-09-17,DP0117,34999.5
2024-09-17,DP0517,30187.5
2024-09-17,DP1602,4812.5
2024-09-18,DP0117,17937.5
2024-09-18,DP0517,24062.5
2024-09-18,DP1602,2187.5
2024-09-19,DP0517,1312.5
2024-09-19,DP1602,2187.5
2024-09-20,DP0117,3500.0
2024-09-20,DP0517,10500.0
2024-09-20,DP1602,2187.5
2024-09-21,DP0117,74062.5
2024-09-21,DP0517,33250.0
2024-09-21,DP1602,2187.5
2024-09-22,DP0117,12250.0
2024-09-22,DP0517,10500.0
2024-09-23,DP0117,33250.0
2024-09-23,DP0517,29312.5
2024-09-23,DP1602,1312.5
2024-09-24,DP0117,45937.5
2024-09-24,DP0517,19250.0
2024-09-25,DP0117,68600.0
2024-09-25,DP0517,34125.0
2024-09-25,DP1602,5250.0
2024-09-26,DP0117,23975.0
2024-09-26,DP0517,33687.5
2024-09-26,DP1602,2187.5
2024-09-27,DP0117,52375.0
2024-09-27,DP0517,24500.0
2024-09-27,DP1602,2187.5
2024-09-28,DP0117,10500.0
2024-09-28,DP0517,15312.5
2024-09-28,DP1602,2187.5
2024-09-30,DP0117,112750.0
2024-09-30,DP0517,70875.0
2024-09-30,DP1602,2188.0
2024-10-01,DP0117,110050.0
2024-10-01,DP0517,50675.0
2024-10-01,DP1602,1750.0
2024-10-02,DP0117,80000.0
2024-10-02,DP0517,44737.5
2024-10-02,DP1602,10625.0
2024-10-03,DP0117,79850.0
2024-10-03,DP0517,50562.5
2024-10-03,DP1602,4375.0
2024-10-04,DP0117,116875.0
2024-10-04,DP0517,50325.0
2024-10-04,DP1602,5637.5
2024-10-05,DP0117,71375.0
2024-10-05,DP0517,39412.5
2024-10-05,DP1602,2187.5
2024-10-07,DP0117,62250.0
2024-10-07,DP0517,36312.5
2024-10-07,DP1602,2625.0
2024-10-08,DP0117,40812.5
2024-10-08,DP0517,19250.0
2024-10-08,DP1602,2187.5
2024-10-09,DP0117,36125.0
2024-10-09,DP0517,30625.0
2024-10-09,DP1602,2187.5
2024-10-10,DP0117,19687.5
2024-10-10,DP0517,30187.5
2024-10-10,DP1602,4812.5
2024-10-11,DP0117,96875.0
2024-10-11,DP0517,40687.5
2024-10-11,DP1602,2187.5
2024-10-12,DP0117,50750.0
2024-10-12,DP0517,30625.0
2024-10-12,DP1602,2187.5
2024-10-14,DP0117,47687.5
2024-10-14,DP0517,29750.0
2024-10-14,DP1602,2625.0
2024-10-15,DP0117,44000.0
2024-10-15,DP0517,31500.0
2024-10-15,DP1602,2187.5
2024-10-16,DP0117,46250.0
2024-10-16,DP0517,21000.0
2024-10-16,DP1602,2187.5
2024-10-17,DP0117,59500.0
2024-10-17,DP0517,29312.5
2024-10-17,DP1602,2187.5
2024-10-18,DP0117,39375.0
2024-10-18,DP0517,18375.0
2024-10-18,DP1602,2187.5
2024-10-19,DP0117,15750.0
2024-10-19,DP0517,25812.5
2024-10-19,DP1602,2187.5
2024-10-21,DP0117,97000.0
2024-10-21,DP0517,35875.0
2024-10-21,DP1602,2625.0
2024-10-22,DP0117,36125.0
2024-10-22,DP0517,26250.0
2024-10-22,DP1602,4812.5
2024-10-23,DP0117,20750.0
2024-10-23,DP0517,22750.0
2024-10-23,DP1602,2187.5
2024-10-24,DP0117,95500.0
2024-10-24,DP0517,21875.0
2024-10-24,DP1602,2187.5
2024-10-25,DP0117,62125.0
2024-10-25,DP0517,19687.5
2024-10-25,DP1602,2187.5
2024-10-26,DP0117,66125.0
2024-10-26,DP0517,28000.0
2024-10-26,DP1602,2187.5
2024-10-28,DP0117,77875.0
2024-10-28,DP0517,31937.5
2024-10-28,DP1602,5250.0
2024-10-29,DP0117,30000.0
2024-10-29,DP0517,25375.0
2024-10-29,DP1602,2187.5
2024-10-30,DP0117,56062.5
2024-10-30,DP0517,32375.0
2024-10-30,DP1602,2187.5
2024-10-31,DP0117,118750.0
2024-10-31,DP0517,70437.5
2024-10-31,DP1602,2187.5
2024-11-01,DP0117,62.5
2024-11-01,DP0517,63.0
2024-11-02,DP0117,56562.5
2024-11-02,DP0517,58650.0
2024-11-02,DP1602,6125.0
2024-11-04,DP0117,85337.5
2024-11-04,DP0517,75787.5
2024-11-04,DP1602,5250.0
2024-11-05,DP0117,68387.5
2024-11-05,DP0517,55612.5
2024-11-05,DP1602,5250.0
2024-11-06,DP0117,53012.5
2024-11-06,DP0517,60237.5
2024-11-06,DP1602,5262.5
2024-11-07,DP0117,22750.0
2024-11-07,DP0517,10062.5
2024-11-07,DP1602,4812.5
2024-11-08,DP0117,15325.0
2024-11-08,DP0517,23187.5
2024-11-08,DP1602,2187.5
2024-11-09,DP0117,62375.0
2024-11-09,DP0517,25812.5
2024-11-11,DP0117,76812.5
2024-11-11,DP0517,35437.5
2024-11-11,DP1602,2625.0
2024-11-12,DP0117,96062.5
2024-11-12,DP0517,42000.0
2024-11-12,DP1602,2625.0
2024-11-13,DP0117,35575.0
2024-11-13,DP0517,24937.5
2024-11-13,DP1602,2187.5
2024-11-14,DP0117,24937.5
2024-11-14,DP0517,19687.5
2024-11-14,DP1602,1312.5
2024-11-15,DP0117,7875.0
2024-11-15,DP0517,11375.0
2024-11-18,DP0117,39812.5
2024-11-18,DP0517,34562.5
2024-11-18,DP1602,2625.0
2024-11-19,DP0117,25250.0
2024-11-19,DP0517,19687.5
2024-11-19,DP1602,5250.0
2024-11-20,DP0117,45062.5
2024-11-20,DP0517,47687.5
2024-11-20,DP1602,2187.5
2024-11-21,DP0117,39375.0
2024-11-21,DP0517,11375.0
2024-11-21,DP1602,1312.5
2024-11-22,DP0117,57062.5
2024-11-22,DP0517,41562.5
2024-11-22,DP1602,875.0
2024-11-23,DP0117,72062.5
2024-11-23,DP0517,38500.0
2024-11-23,DP1602,2187.5
2024-11-25,DP0117,27562.5
2024-11-25,DP0517,14000.0
2024-11-25,DP1602,2625.0
2024-11-26,DP0117,34562.5
2024-11-26,DP0517,24500.0
2024-11-26,DP1602,4812.5
2024-11-27,DP0117,43750.0
2024-11-27,DP0517,11812.5
2024-11-27,DP1602,2187.5
2024-11-28,DP0117,73375.0
2024-11-28,DP0517,40687.5
2024-11-28,DP1602,2187.5
2024-11-29,DP0117,71062.5
2024-11-29,DP0517,24937.5
2024-11-29,DP1602,2187.5
2024-11-30,DP0117,115625.0
2024-11-30,DP0517,54687.5
2024-11-30,DP1602,4812.5
2024-12-02,DP0117,35675.0
2024-12-02,DP0517,30637.5
2024-12-02,DP1602,6125.0
2024-12-03,DP0117,18237.5
2024-12-03,DP0517,24500.0
2024-12-03,DP1602,2187.5
2024-12-04,DP0117,33250.0
2024-12-04,DP0517,31062.5
2024-12-05,DP0117,27125.0
2024-12-05,DP0517,20562.5
2024-12-05,DP1602,1750.0
2024-12-06,DP0117,88805.0
2024-12-06,DP0517,23625.0
2024-12-06,DP1602,2217.5
2024-12-07,DP0117,25812.5
2024-12-07,DP0517,20562.5
2024-12-09,DP0117,13225.0
2024-12-09,DP0517,10500.0
2024-12-09,DP1602,3762.5
2024-12-10,DP0117,25812.5
2024-12-10,DP0517,29312.5
2024-12-10,DP1602,4812.5
2024-12-11,DP0117,37187.5
2024-12-11,DP0517,14000.0
2024-12-11,DP1602,2625.0
2024-12-12,DP0117,32937.5
2024-12-12,DP0517,30187.5
2024-12-12,DP1602,2187.5
2024-12-13,DP0117,21400.0
2024-12-13,DP0517,20562.5
2024-12-13,DP1602,2187.5
2024-12-14,DP0117,17112.5
2024-12-14,DP0517,18812.5
2024-12-14,DP1602,2187.5
2024-12-16,DP1602,2625.0
2024-12-17,DP0117,17500.0
2024-12-17,DP0517,24500.0
2024-12-17,DP1602,2187.5
2024-12-18,DP0117,17500.0
2024-12-18,DP0517,21000.0
2024-12-18,DP1602,2187.5
2024-12-19,DP0117,41125.0
2024-12-19,DP0517,16625.0
2024-12-19,DP1602,2187.5
2024-12-20,DP0117,39312.5
2024-12-20,DP0517,35875.0
2024-12-20,DP1602,2187.5
2024-12-21,DP0117,33187.5
2024-12-21,DP0517,26687.5
2024-12-21,DP1602,2187.5
2024-12-22,DP1602,1312.5
2024-12-23,DP0117,7875.0
2024-12-23,DP0517,18812.5
2024-12-24,DP0117,91500.0
2024-12-24,DP0517,27562.5
2024-12-26,DP0117,70750.0
2024-12-26,DP0517,35875.0
2024-12-26,DP1602,3500.0
2024-12-27,DP0117,18812.5
2024-12-27,DP1602,3062.5
2024-12-28,DP0117,45937.5
2024-12-28,DP0517,31500.0
2024-12-28,DP1602,1312.5
2024-12-29,DP0117,271187.0
2024-12-29,DP0517,91000.0
2024-12-30,DP0117,26687.5
2024-12-30,DP0517,22312.5
2024-12-30,DP1602,2187.5
2024-12-31,DP0117,111637.5
2024-12-31,DP0517,16625.0
2024-12-31,DP1602,11375.0
2025-01-02,DP0117,40700.0
2025-01-02,DP0517,50762.5
2025-01-03,DP0117,86137.5
2025-01-03,DP0517,42012.5
2025-01-04,DP0117,44750.0
2025-01-04,DP0517,21000.0
2025-01-06,DP0117,41150.0
2025-01-06,DP0517,48587.5
2025-01-06,DP1602,7787.5
2025-01-07,DP0117,53937.5
2025-01-07,DP0517,24937.5
